sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
90990.12201.soil.bare.N.1.microbiome20.H	12201.soil.bare.N.1.microbiome20.H	soil.bare.N.1.microbiome20.H	NA	NA	NA	soil_bare_N_1_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	high	High biomass	Medium biomass	5/12/20	NA	not collected	3.669	TRUE	1.971	0.501	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	H8	H	8	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	soil	bare soil	bare soil site 2	soil.no.tree.site.2	soil.bare.N.1	soil metagenome	not applicable	None	SWUBE	410658	Knight sample set for testing	7662	19392
91743.12201.soil.bare.N.2.microbiome2.H	12201.soil.bare.N.2.microbiome2.H	soil.bare.N.2.microbiome2.H	NA	NA	NA	soil_bare_N_2_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	high	High biomass	Medium biomass	5/12/20	NA	not collected	1.852	TRUE	2.978	0.278	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A9	A	9	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	soil	bare soil	bare soil site 2	soil.no.tree.site.2	soil.bare.N.2	soil metagenome	not applicable	None	SWUBE	410658	Knight sample set for testing	3889	23544
91743.12201.soil.bare.slurry.N.1.qiagen.H	12201.soil.bare.slurry.N.1.qiagen.H	soil.bare.slurry.N.1.qiagen.H	NA	NA	NA	soil_bare_slurry_N_1_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	high	High biomass	Medium biomass	5/12/20	NA	not collected	0.555	TRUE	0.859	0.583	193	Free-living	Non-saline	Soil (non-saline)	urban biome	plant-associated habitat	soil	soil	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	C9	C	9	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	soil	bare soil	bare soil site 2	soil.no.tree.site.2	soil.bare.slurry.N.1	soil metagenome	not applicable	None	slurry	410658	Knight sample set for testing	759	12136
91743.12201.stool.cat.O.3.microbiome2.H	12201.stool.cat.O.3.microbiome2.H	stool.cat.O.3.microbiome2.H	142	4.746802055	15.50993067	stool_cat_O_3_microbiome2_H	465	4.956373902	76.9247349	2 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	39.123	TRUE	1.78	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D3	D	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	cat	cat feces	cat.feces.O	cat O	stool.cat.O.3	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	13238	1676726
91743.12201.stool.cat.O.1.microbiome2.H	12201.stool.cat.O.1.microbiome2.H	stool.cat.O.1.microbiome2.H	154	4.792620525	16.07933633	stool_cat_O_1_microbiome2_H	434	4.72770308	71.70321954	2 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	46.108	TRUE	1.042	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	B3	B	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cat	cat feces	cat.feces.O	cat O	stool.cat.O.1	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	15383	991168
91743.12201.stool.cat.O.2.microbiome2.H	12201.stool.cat.O.2.microbiome2.H	stool.cat.O.2.microbiome2.H	149	4.654881491	16.09518818	stool_cat_O_2_microbiome2_H	485	4.685362992	87.96406253	2 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	24.108	TRUE	1.895	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	C3	C	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cat	cat feces	cat.feces.O	cat O	stool.cat.O.2	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	13678	1800507
90990.12201.stool.cat.O.3.microbiome20.H	12201.stool.cat.O.3.microbiome20.H	stool.cat.O.3.microbiome20.H	141	5.144678408	15.4749486	stool_cat_O_3_microbiome20_H	559	5.430968835	90.01635673	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	24.851	TRUE	2.023	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D3	D	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	cat	cat feces	cat.feces.O	cat O	stool.cat.O.3	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	17018	1866013
90990.12201.stool.cat.O.1.microbiome20.H	12201.stool.cat.O.1.microbiome20.H	stool.cat.O.1.microbiome20.H	196	5.772851627	17.62398144	stool_cat_O_1_microbiome20_H	511	6.025479824	82.28766478	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	55.445	TRUE	1.157	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	B3	B	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cat	cat feces	cat.feces.O	cat O	stool.cat.O.1	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	22918	2033821
91743.12201.stool.cat.O.2.qiagen.H	12201.stool.cat.O.2.qiagen.H	stool.cat.O.2.qiagen.H	146	5.106584567	16.13084492	stool_cat_O_2_qiagen_H	522	5.269326501	95.51186497	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	1.179	TRUE	1.906	1.317	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	C3	C	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cat	cat feces	cat.feces.O	cat O	stool.cat.O.2	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	9945	1185820
91743.12201.stool.cat.O.3.qiagen.H	12201.stool.cat.O.3.qiagen.H	stool.cat.O.3.qiagen.H	136	5.019406611	15.51361725	stool_cat_O_3_qiagen_H	483	5.442419165	82.90391485	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	3.532	TRUE	2.398	1.581	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	D3	D	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	cat	cat feces	cat.feces.O	cat O	stool.cat.O.3	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	12872	1554988
91743.12201.stool.cat.O.1.qiagen.H	12201.stool.cat.O.1.qiagen.H	stool.cat.O.1.qiagen.H	157	5.282654202	16.41019723	stool_cat_O_1_qiagen_H	482	5.164922441	79.80979516	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	1.89	TRUE	12.488	1.187	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	B3	B	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cat	cat feces	cat.feces.O	cat O	stool.cat.O.1	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	14528	2810495
90990.12201.stool.cat.O.2.microbiome20.H	12201.stool.cat.O.2.microbiome20.H	stool.cat.O.2.microbiome20.H	NA	NA	NA	stool_cat_O_2_microbiome20_H	94	5.737838936	30.13687876	20 min. at 30 Hz	high	high	High biomass	High biomass	5/12/20	NA	not collected	0.009	TRUE	0.533	0.686	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	C3	C	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cat	cat feces	cat.feces.O	cat O	stool.cat.O.2	feline metagenome	not collected	None	SWUBE	1899496	Knight sample set for testing	54	1111994
91743.12201.stool.cat.P.3.microbiome2.H	12201.stool.cat.P.3.microbiome2.H	stool.cat.P.3.microbiome2.H	122	5.409943289	13.6334363	stool_cat_P_3_microbiome2_H	388	5.181931419	66.65173398	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	8.486	TRUE	2.504	22.401	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G3	G	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	cat	cat feces	cat.feces.P	cat P	stool.cat.P.3	feline metagenome	not collected	None	SWUBE	1899503	Knight sample set for testing	10718	3324009
91743.12201.stool.cat.P.2.microbiome2.H	12201.stool.cat.P.2.microbiome2.H	stool.cat.P.2.microbiome2.H	157	5.703943997	17.2091489	stool_cat_P_2_microbiome2_H	426	5.361000307	72.79579612	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	9.776	TRUE	3.224	23.074	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F3	F	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cat	cat feces	cat.feces.P	cat P	stool.cat.P.2	feline metagenome	not collected	None	SWUBE	1899500	Knight sample set for testing	11644	3284711
91743.12201.stool.cat.P.1.microbiome2.H	12201.stool.cat.P.1.microbiome2.H	stool.cat.P.1.microbiome2.H	127	4.614074156	13.38792675	stool_cat_P_1_microbiome2_H	360	4.335129933	63.37665473	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	15.055	TRUE	2.535	16.563	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E3	E	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cat	cat feces	cat.feces.P	cat P	stool.cat.P.1	feline metagenome	not collected	None	SWUBE	1899497	Knight sample set for testing	15772	2854186
90990.12201.stool.cat.P.2.microbiome20.H	12201.stool.cat.P.2.microbiome20.H	stool.cat.P.2.microbiome20.H	130	5.273350961	14.00914418	stool_cat_P_2_microbiome20_H	391	4.806973621	69.8517661	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	42.248	TRUE	1.618	37.178	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F3	F	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	cat	cat feces	cat.feces.P	cat P	stool.cat.P.2	feline metagenome	not collected	None	SWUBE	1899499	Knight sample set for testing	20443	1712797
90990.12201.stool.cat.P.3.microbiome20.H	12201.stool.cat.P.3.microbiome20.H	stool.cat.P.3.microbiome20.H	130	5.578965597	13.50503876	stool_cat_P_3_microbiome20_H	407	5.185796707	69.59827566	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	32.734	TRUE	1.802	40.49	193	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	G3	G	3	USA:CA:San Diego	not collected	not collected	UBERON:feces	not applicable	UBERON:feces	UBERON:feces	cat	not applicable	not applicable	adult	Felis catus	9685	not collected	not collected	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	cat	cat feces	cat.feces.P	cat P	stool.cat.P.3	feline metagenome	not collected	None	SWUBE	1899502	Knight sample set for testing	21343	2094041
